Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Most_Listened_To_Song,Curse_Words_Per_Day,Starbucks_Visits_Per_Week,Party,Facebook_Friends,Avg_Drinks_Per_Day
117.55,77.54,Ed_Sheeran-Perfect,58.3,2.07,Federalists,366,0.02
128.73,81.06,Ed_Sheeran-Perfect,67.08,2.43,Federalists,204,0.05
123.96,81.67,Camila_Cabello-Havana,58.45,18.83,Know_It_Alls,481,0.07
124.13,81.99,Drake-Gods_Plan,62.65,11.5,Know_It_Alls,378,0.04
118.34,85.9,ACDC-ThunderStruck,60.58,12.45,Federalists,445,0.04
126.18,76.26,Drake-Gods_Plan,63.03,1.77,Federalists,374,0.05
115.5,77.19,Ed_Sheeran-Perfect,58.88,8.06,Know_It_Alls,271,0.03
115.43,86.83,Camila_Cabello-Havana,57.5,7.77,Know_Nothings,226,0.04
121.78,77.01,ACDC-ThunderStruck,64.86,1.3,Federalists,228,0.03
121.28,78.51,Drake-Gods_Plan,57.29,6.11,Know_Somethings,335,0.07
117.33,84.74,Ed_Sheeran-Perfect,59,0.15,Federalists,341,0.26
121.53,76.89,Other,58.59,2.26,Know_Nothings,443,0.39
116.91,79.06,ACDC-ThunderStruck,63.28,13.08,Federalists,365,0.04
119.28,77.49,Camila_Cabello-Havana,59.92,14.52,Know_It_Alls,361,0.05
119.88,76.72,Other,59.03,10.99,Know_Nothings,275,0.04
119.7,80.12,Ed_Sheeran-Perfect,60.25,5.82,Know_Somethings,397,0.04
116.33,80.08,Other,55.89,1.71,Know_Nothings,270,0.1
122.48,79.99,Other,59.84,10.93,Know_Nothings,284,0.32
116.08,87.57,Camila_Cabello-Havana,60.81,3.35,Know_Nothings,506,0.02
127.4,77.64,Camila_Cabello-Havana,63.82,2.94,Know_Nothings,432,0.02
120.48,77.67,Ed_Sheeran-Perfect,62.46,4.71,Know_Somethings,204,0.28
115.93,80.76,Rage_Against_The_Machine-Testify,58.17,15.76,Know_Somethings,217,0.02
116.69,82.82,Camila_Cabello-Havana,61.51,5.34,Know_Somethings,385,0.18
122.17,78.83,Other,61.6,2.72,Know_Nothings,382,0.15
115.04,76.89,Camila_Cabello-Havana,60.64,3.27,Know_It_Alls,429,0.11
126.55,85.46,Drake-Gods_Plan,65.76,3.33,Federalists,427,0.03
119.94,77.46,Camila_Cabello-Havana,60.35,10.48,Know_It_Alls,286,0.14
120.74,85.99,Rage_Against_The_Machine-Testify,61.01,0.7,Know_Somethings,203,0.07
116.32,80.3,Rage_Against_The_Machine-Testify,60,5.93,Know_Somethings,530,0.05
117.91,76.38,Ed_Sheeran-Perfect,62.54,0.66,Federalists,148,0.03
120.06,82.8,ACDC-ThunderStruck,63.06,2.04,Federalists,250,0.01
122.01,79.88,Drake-Gods_Plan,63.33,4.56,Know_Somethings,279,0.01
121.89,80.49,Rage_Against_The_Machine-Testify,61.09,6.85,Know_Somethings,213,0.05
116.02,81.91,Rage_Against_The_Machine-Testify,56.5,1.97,Know_Somethings,224,0.16
117.92,81.64,Drake-Gods_Plan,59.14,6.14,Know_Somethings,343,0.06
117.85,75.75,Rage_Against_The_Machine-Testify,59.09,1.74,Know_Somethings,345,0.01
119.67,78.14,ACDC-ThunderStruck,61.72,2.02,Federalists,278,0.05
117.41,80.29,Ed_Sheeran-Perfect,58.15,0.6,Federalists,262,0
118.67,82.73,ACDC-ThunderStruck,61.18,4.14,Federalists,184,0.14
116.93,79.92,ACDC-ThunderStruck,59.23,0.56,Federalists,288,0.28
124.47,77.01,Drake-Gods_Plan,60.7,5.16,Know_Somethings,383,0.01
120.62,78.02,Camila_Cabello-Havana,62.68,8.81,Know_It_Alls,312,0.04
122.92,80.4,Ed_Sheeran-Perfect,63.6,7.87,Know_Nothings,361,0.14
123.71,80.9,Camila_Cabello-Havana,62.41,3.84,Know_Nothings,347,0.1
119.55,76.11,Other,62.44,12.64,Know_Nothings,249,0.1
119.87,86.09,Rage_Against_The_Machine-Testify,60.65,1.39,Know_Somethings,345,0.05
117.11,79.53,Ed_Sheeran-Perfect,57.61,10.97,Know_It_Alls,219,0.04
117.51,79.63,Rage_Against_The_Machine-Testify,59.38,2.45,Know_Somethings,380,0.04
122.74,77.88,Drake-Gods_Plan,61.09,7.07,Know_Somethings,309,0.25
119.38,76.69,Ed_Sheeran-Perfect,61.89,3.78,Know_It_Alls,446,0.14
122.22,80.61,Drake-Gods_Plan,63.01,3.01,Know_Nothings,358,0.17
116.01,80.73,Drake-Gods_Plan,57.87,5.77,Know_Somethings,255,0.02
126.46,80.06,Rage_Against_The_Machine-Testify,62.41,1.91,Know_Somethings,256,0.15
122.11,80.97,Rage_Against_The_Machine-Testify,60.58,1.71,Know_Somethings,327,0.34
117.63,89.46,Camila_Cabello-Havana,57.82,2.01,Federalists,257,0.09
121.68,81.45,Other,66.07,16.81,Know_Nothings,379,0.02
120.09,77.37,ACDC-ThunderStruck,61.75,2.15,Federalists,258,0.22
118.49,79.1,Rage_Against_The_Machine-Testify,64.36,17.04,Know_Somethings,434,0.07
122.74,79.13,Ed_Sheeran-Perfect,60.42,8.07,Know_Somethings,374,0.11
120.37,77.88,Drake-Gods_Plan,60.76,10.96,Know_It_Alls,324,0.01
127.36,76.19,Ed_Sheeran-Perfect,66.1,19.11,Know_It_Alls,210,0.01
115.71,78.36,Camila_Cabello-Havana,62.88,5.04,Know_It_Alls,331,0.12
119.69,78.98,Ed_Sheeran-Perfect,59.56,3.62,Know_Somethings,253,0.06
119.59,83.42,Ed_Sheeran-Perfect,60.3,4.9,Know_Nothings,302,0.06
122.61,79.34,Camila_Cabello-Havana,61.64,9.54,Know_It_Alls,536,0.13
117.33,83.2,Ed_Sheeran-Perfect,59.22,21.62,Know_Nothings,312,0.03
115.26,82.39,ACDC-ThunderStruck,58.17,4,Federalists,388,0.03
119.83,83.47,ACDC-ThunderStruck,61.55,3.5,Federalists,428,0.02
118.32,83.3,Drake-Gods_Plan,61.71,3.39,Know_Nothings,308,0.02
122.04,75.76,ACDC-ThunderStruck,64.87,11.81,Federalists,404,0.14
116.03,76.49,Other,61.55,10.28,Know_Nothings,318,0.08
126.71,81.52,Other,62.59,3.65,Know_Nothings,285,0.09
121.96,80.01,Drake-Gods_Plan,61.21,0,Federalists,329,0.08
126.78,78.85,Ed_Sheeran-Perfect,64.05,0.12,Federalists,462,0.07
118.97,78.25,ACDC-ThunderStruck,57.95,11.37,Federalists,352,0.08
118.71,80.16,Camila_Cabello-Havana,59.51,5.72,Know_Somethings,272,0.22
122.72,79.42,Ed_Sheeran-Perfect,62.13,2.07,Federalists,422,0.07
122.88,75.02,ACDC-ThunderStruck,63.26,1.37,Federalists,386,0.09
118.3,81.34,Ed_Sheeran-Perfect,62.53,1.86,Federalists,458,0.01
116.15,77.67,Camila_Cabello-Havana,56.78,9.07,Know_It_Alls,480,0.21
129.75,82,Mozart-Die_Zauberflote,61.76,3.91,Know_It_Alls,248,0.05
116.92,76.97,Ed_Sheeran-Perfect,63.59,0.27,Federalists,337,0.07
117.46,81.55,Ed_Sheeran-Perfect,60.17,1.56,Federalists,323,0.01
116.78,78.36,Drake-Gods_Plan,60.63,4.29,Know_It_Alls,310,0.1
120.57,84,Drake-Gods_Plan,60.71,3.77,Know_Nothings,341,0.05
119.27,75.35,Ed_Sheeran-Perfect,60.42,2.4,Federalists,195,0.03
115.34,82.35,Ed_Sheeran-Perfect,57.91,2.76,Federalists,310,0.04
123.71,76.82,Ed_Sheeran-Perfect,60.21,1.68,Federalists,226,0.16
120.29,79.83,Ed_Sheeran-Perfect,58.71,11.89,Know_It_Alls,343,0.02
115.11,79.29,Camila_Cabello-Havana,59.45,7.02,Know_It_Alls,248,0.05
116.96,78.29,Other,59.26,2.5,Know_Nothings,207,0.01
120.23,78.94,Rage_Against_The_Machine-Testify,59.54,18.87,Know_Somethings,377,0.26
119.86,78.38,Camila_Cabello-Havana,61.99,3.96,Know_Somethings,474,0.07
117.33,77.58,ACDC-ThunderStruck,59.1,9.22,Federalists,255,0.06
123.37,78.69,Rage_Against_The_Machine-Testify,61.56,2.53,Know_Somethings,520,0.01
119.29,74.9,Ed_Sheeran-Perfect,61.79,2.01,Federalists,309,0.06
122.46,76.85,ACDC-ThunderStruck,63.37,1.35,Federalists,456,0.31
127.23,82.01,Camila_Cabello-Havana,65.65,3.78,Know_Nothings,282,0.12
115.01,76.06,Ed_Sheeran-Perfect,61.52,7.99,Know_It_Alls,96,0.11
124.89,77.13,Ed_Sheeran-Perfect,63,0.62,Federalists,337,0.2
115.25,82.27,Drake-Gods_Plan,55.2,1.11,Federalists,238,0.03
122.61,80.2,Other,58.91,0.39,Know_Nothings,394,0.02
117.31,81.63,Other,58.64,10.57,Know_Nothings,368,0.09
118.57,77.65,Ed_Sheeran-Perfect,56.63,3.32,Know_It_Alls,326,0.01
122.29,77.01,Drake-Gods_Plan,64.98,7.79,Know_Somethings,398,0.18
122.37,79.67,Other,62.73,7.74,Know_Nothings,238,0.05
122.19,85.64,Camila_Cabello-Havana,59.35,3.53,Federalists,427,0.13
120.65,78.62,Ed_Sheeran-Perfect,59.05,0.72,Federalists,518,0.06
123.65,77.51,Drake-Gods_Plan,64.59,1.58,Federalists,349,0.01
117.33,79.22,Drake-Gods_Plan,58.19,1.19,Federalists,308,0.29
119.91,81.53,Camila_Cabello-Havana,59.4,1.27,Federalists,412,0.07
118.63,80.61,Rage_Against_The_Machine-Testify,61.97,0.93,Know_Somethings,379,0.42
116.43,80.48,ACDC-ThunderStruck,60.19,2.58,Federalists,427,0.03
124.48,79.05,Ed_Sheeran-Perfect,66.25,16.68,Know_It_Alls,279,0.04
122.14,76.9,Drake-Gods_Plan,61.55,1.7,Federalists,179,0.09
115.88,76.82,Drake-Gods_Plan,61,1.63,Federalists,459,0.03
121.53,80.38,Camila_Cabello-Havana,65.5,4.64,Know_Somethings,284,0.06
115.05,83.64,Drake-Gods_Plan,54.61,0.71,Federalists,412,0.03
116.78,78.38,Drake-Gods_Plan,59.54,8.18,Know_It_Alls,396,0.05
118,82.12,Rage_Against_The_Machine-Testify,59.34,15.15,Know_Somethings,511,0.12
121.75,78.73,Drake-Gods_Plan,61.58,2.66,Federalists,353,0.03
119.9,79.39,Ed_Sheeran-Perfect,64.16,2.34,Federalists,438,0.19
121.38,81.98,ACDC-ThunderStruck,59.89,3.39,Federalists,267,0.11
119.42,76.63,Drake-Gods_Plan,59.83,1.7,Federalists,289,0.05
123.6,80.47,Other,61.54,1.82,Know_Nothings,373,0.09
125.94,81.01,Ed_Sheeran-Perfect,62.75,0.69,Federalists,293,0.22
121.17,78.02,Camila_Cabello-Havana,64.16,15.19,Know_It_Alls,385,0.08
119.58,77.02,Rage_Against_The_Machine-Testify,62.91,7.81,Know_Somethings,322,0.17
119.8,84.61,Drake-Gods_Plan,60.62,0.79,Federalists,366,0.14
121.2,81.33,Other,58.79,6.15,Know_Nothings,416,0.01
117.52,77.97,Other,59.11,12.88,Know_Nothings,373,0.13
127.9,76.33,Other,64.2,2.33,Know_Nothings,405,0.06
117.91,80.4,Mozart-Die_Zauberflote,58.13,1.41,Know_It_Alls,137,0.02
118.73,76.38,Camila_Cabello-Havana,59.46,3.26,Know_It_Alls,165,0.07
120.18,84.66,Rage_Against_The_Machine-Testify,58.55,3.5,Know_Somethings,232,0.17
116.46,79.45,Drake-Gods_Plan,59.83,2.1,Federalists,290,0.03
118.49,78.81,Camila_Cabello-Havana,60.24,4.3,Know_Somethings,210,0.03
116.7,84.33,Ed_Sheeran-Perfect,60.42,1.65,Federalists,449,0.03
120.67,78.14,Other,62.19,21.3,Know_Nothings,211,0.1
114.01,82.57,ACDC-ThunderStruck,59.94,8.61,Federalists,318,0.05
132.33,77.93,Drake-Gods_Plan,67.9,8.57,Know_Nothings,270,0.03
116.93,77.78,Drake-Gods_Plan,61.69,19.42,Know_It_Alls,160,0.01
120.77,78.11,Other,62.4,2.35,Know_Nothings,312,0.08
117.17,77.85,Ed_Sheeran-Perfect,62.33,3.03,Know_It_Alls,319,0
136.45,79.62,Ed_Sheeran-Perfect,69.83,4.65,Federalists,421,0.07
121.48,77.5,Ed_Sheeran-Perfect,63.38,0.48,Federalists,288,0.06
122.3,82.23,Ed_Sheeran-Perfect,62.65,22.34,Know_Nothings,455,0.05
123.09,81.81,Drake-Gods_Plan,61.96,5.28,Know_Nothings,577,0.11
114.42,78.34,Ed_Sheeran-Perfect,58.57,0.9,Federalists,412,0.14
117.81,81.55,Camila_Cabello-Havana,60.5,10.27,Know_It_Alls,395,0.11
116.08,81.41,Ed_Sheeran-Perfect,57.5,3.13,Know_Somethings,217,0
116.76,76.18,Mozart-Die_Zauberflote,60.74,1.89,Know_It_Alls,285,0.07
119.1,79.89,Camila_Cabello-Havana,61.21,14.11,Know_It_Alls,299,0.04
120.95,76.77,Ed_Sheeran-Perfect,63.15,4.15,Know_Somethings,470,0
118.31,79.42,Other,62.67,13.38,Know_Nothings,316,0.26
117.95,78.66,Ed_Sheeran-Perfect,55.26,20.89,Know_Nothings,316,0.11
117.34,77.98,Rage_Against_The_Machine-Testify,57.27,4.65,Know_Somethings,275,0
119.19,76.39,Mozart-Die_Zauberflote,56.38,0.58,Know_It_Alls,294,0.01
120.77,79.6,Mozart-Die_Zauberflote,58.14,3.43,Know_It_Alls,241,0.12
118.99,83.04,Camila_Cabello-Havana,58.54,2.39,Federalists,214,0.31
115.49,84.24,Ed_Sheeran-Perfect,58.09,8.46,Know_Somethings,402,0.08
120.43,76.98,Drake-Gods_Plan,62.9,7.63,Know_Somethings,354,0.15
116.32,80.34,ACDC-ThunderStruck,57.7,8.84,Federalists,362,0.12
117.86,82.42,Ed_Sheeran-Perfect,56.42,5.3,Know_Somethings,233,0.01
122.37,77.85,ACDC-ThunderStruck,62.65,7.78,Federalists,328,0.07
119.49,78.29,Mozart-Die_Zauberflote,60.16,0.28,Know_It_Alls,135,0.08
121.12,79.97,Ed_Sheeran-Perfect,60.68,4.88,Know_Somethings,257,0.05
118.86,82.52,Rage_Against_The_Machine-Testify,59.25,1.97,Know_Somethings,309,0.13
120.03,82.47,Drake-Gods_Plan,56.74,0.16,Federalists,354,0.01
120.69,76.13,ACDC-ThunderStruck,62.37,2.11,Federalists,315,0.07
115.88,80.29,Ed_Sheeran-Perfect,61.3,31.42,Know_Nothings,245,0.08
117.61,77.1,Ed_Sheeran-Perfect,66.76,9.63,Know_It_Alls,159,0.16
124.81,80.06,Rage_Against_The_Machine-Testify,61.08,16.93,Know_Somethings,286,0.02
116.9,81.53,Camila_Cabello-Havana,55.31,0.14,Federalists,441,0.06
116.9,78.72,Ed_Sheeran-Perfect,61.25,21.02,Know_Nothings,376,0.03
116.77,77.66,Ed_Sheeran-Perfect,59.73,0.28,Federalists,385,0.02
123.36,82.41,Mozart-Die_Zauberflote,60.96,1.53,Know_It_Alls,258,0.03
125.96,82.64,Camila_Cabello-Havana,65,4.01,Know_Nothings,459,0.05
121,77.97,ACDC-ThunderStruck,56.76,2.02,Federalists,448,0.01
118.4,78.45,Other,59.63,9.03,Know_Nothings,356,0.11
122.12,80.5,Camila_Cabello-Havana,60.99,3.98,Know_Somethings,465,0.08
117.53,78.52,Rage_Against_The_Machine-Testify,59.71,6.22,Know_Somethings,182,0.01
121,84.29,Ed_Sheeran-Perfect,60.14,2.73,Federalists,398,0.03
128.15,77.22,Mozart-Die_Zauberflote,63.91,5.63,Know_It_Alls,346,0.12
119.12,76.97,Drake-Gods_Plan,61.72,2.17,Federalists,304,0.04
121.3,87.95,Drake-Gods_Plan,59.7,0.17,Federalists,374,0.06
118.45,77.64,Ed_Sheeran-Perfect,63.83,2.95,Know_It_Alls,415,0.05
124.77,81.09,Drake-Gods_Plan,63.86,2.29,Federalists,314,0.05
120.04,84.74,Camila_Cabello-Havana,56.81,6.18,Know_Nothings,395,0.04
118.55,78.57,Rage_Against_The_Machine-Testify,62.35,0.28,Know_Somethings,453,0.13
126.95,80.92,Other,60.88,1.13,Know_Nothings,420,0.09
117.1,79.94,Mozart-Die_Zauberflote,60.48,2.77,Know_It_Alls,472,0.1
118.46,80.47,Ed_Sheeran-Perfect,58.48,9.72,Know_It_Alls,421,0.1
118.25,78.81,Ed_Sheeran-Perfect,60.89,1.66,Federalists,236,0.11
122.85,78.88,Drake-Gods_Plan,64.33,11.46,Know_It_Alls,261,0.01
116.02,80.51,Drake-Gods_Plan,57.68,15.56,Know_It_Alls,302,0.01
117.79,78.56,ACDC-ThunderStruck,56.72,9.86,Federalists,382,0.12
118.09,77.03,Drake-Gods_Plan,60.7,4.67,Know_It_Alls,395,0.23
116.21,80.81,Drake-Gods_Plan,60.61,1.58,Federalists,385,0.21
118.01,82.41,ACDC-ThunderStruck,56.47,3.79,Federalists,444,0.03
119.93,84.31,Ed_Sheeran-Perfect,61.34,0.53,Federalists,246,0.13
119.29,81.72,Mozart-Die_Zauberflote,58.94,14.79,Know_It_Alls,353,0.01
117.47,81.79,ACDC-ThunderStruck,60.39,2.91,Federalists,308,0.08
117.89,78.21,Camila_Cabello-Havana,59.41,9.72,Know_It_Alls,290,0.03
123.75,80.59,Camila_Cabello-Havana,58.96,4.19,Know_Nothings,159,0.14
120.99,76.78,ACDC-ThunderStruck,60.08,5.32,Federalists,237,0.08
121.88,80.65,Other,62.03,0.72,Know_Nothings,292,0.04
124.14,78.59,Drake-Gods_Plan,63.63,2.13,Federalists,252,0.21
118.68,77.43,Ed_Sheeran-Perfect,60.21,5.66,Know_It_Alls,289,0.03
118.57,79.26,Drake-Gods_Plan,59.35,10.45,Know_It_Alls,366,0.06
120.33,76.34,Ed_Sheeran-Perfect,63.78,13.48,Know_It_Alls,224,0.08
116.91,77.45,Drake-Gods_Plan,55.61,3.15,Know_It_Alls,360,0.17
118.64,79.1,Ed_Sheeran-Perfect,62.67,6.34,Know_Somethings,400,0.02
127.42,78.77,Drake-Gods_Plan,63.14,5.52,Know_Nothings,368,0.04
118.08,87.06,Ed_Sheeran-Perfect,61.28,2.39,Federalists,259,0.07
122.14,83.81,Mozart-Die_Zauberflote,62.54,7.93,Know_It_Alls,537,0
121.2,81.8,Rage_Against_The_Machine-Testify,57.93,0.75,Know_Somethings,498,0.01
124.6,82.34,Other,63.39,1.54,Know_Nothings,230,0.22
119.86,79.5,Drake-Gods_Plan,61.24,11.11,Know_It_Alls,405,0.14
123.96,81.98,Camila_Cabello-Havana,61.72,2.84,Federalists,158,0.09
117.98,79.3,Camila_Cabello-Havana,64.71,5.11,Know_Somethings,400,0.18
119.77,82.41,Camila_Cabello-Havana,65.31,7.93,Know_Nothings,430,0.19
120.04,77.39,Camila_Cabello-Havana,58.99,33.52,Know_Nothings,333,0.14
125.38,77.52,Drake-Gods_Plan,64.02,0.99,Federalists,477,0.06
123.26,82.47,Camila_Cabello-Havana,62.71,2.71,Federalists,581,0.08
118.67,81.6,Camila_Cabello-Havana,61.08,5.86,Know_Somethings,251,0.11
115.17,79.55,Ed_Sheeran-Perfect,60.99,11.4,Know_It_Alls,407,0.06
119.05,84.57,Camila_Cabello-Havana,60.76,9.81,Know_It_Alls,340,0.02
116.43,87.49,Rage_Against_The_Machine-Testify,57.12,5.84,Know_Somethings,254,0.01
119.57,78.31,Mozart-Die_Zauberflote,60.25,0.99,Know_It_Alls,339,0.16
121.24,78.29,Ed_Sheeran-Perfect,61.38,2.03,Federalists,287,0.13
132.56,75.98,ACDC-ThunderStruck,65.82,14.47,Federalists,247,0.25
122.94,85.69,Other,63.51,3.29,Know_Nothings,244,0.27
121.05,78.63,Other,64.91,3.12,Know_Nothings,394,0.08
125.87,78.08,Drake-Gods_Plan,65.3,3.97,Know_Somethings,493,0
114.53,82.54,Ed_Sheeran-Perfect,60.41,6.2,Know_Somethings,529,0.01
116.4,82.13,Drake-Gods_Plan,58.38,2.65,Federalists,176,0.14
115.7,75.06,Drake-Gods_Plan,57.14,8.3,Know_It_Alls,270,0.28
128.06,81.35,Drake-Gods_Plan,64.19,1.38,Federalists,335,0
117.5,77.62,Drake-Gods_Plan,58.71,10.4,Know_It_Alls,306,0.04
116.49,75.6,Other,60.68,6.43,Know_Nothings,169,0.07
118.96,81.33,Camila_Cabello-Havana,62.07,2.79,Federalists,323,0.09
120.2,77.01,Camila_Cabello-Havana,56.17,3.66,Know_Somethings,215,0.01
120.72,81.43,Ed_Sheeran-Perfect,61.75,0.61,Federalists,309,0.12
119.17,77.86,ACDC-ThunderStruck,59.9,2.4,Federalists,378,0.1
129.05,80.25,Rage_Against_The_Machine-Testify,64.54,19.68,Know_Somethings,256,0.02
125.04,83.7,Ed_Sheeran-Perfect,62.81,12.66,Know_It_Alls,411,0.02
117.44,82.69,Other,57.66,0.7,Know_Nothings,497,0.06
116.49,85.45,Camila_Cabello-Havana,57.13,0.86,Federalists,225,0.02
122.54,81.21,Drake-Gods_Plan,64.62,1.94,Federalists,357,0.24
125.96,77.54,Camila_Cabello-Havana,61.39,1.74,Federalists,369,0.08
117.14,80.7,Rage_Against_The_Machine-Testify,57.41,3.67,Know_Somethings,461,0.06
116.04,89.1,Ed_Sheeran-Perfect,59.63,3.75,Know_Nothings,263,0.04
119.18,81.7,Rage_Against_The_Machine-Testify,59.98,2.69,Know_Somethings,252,0.02
120.81,84.06,Other,59.85,1.07,Know_Nothings,404,0.01
128.83,75.77,Ed_Sheeran-Perfect,64.58,0.58,Federalists,392,0.01
118.35,79.44,Rage_Against_The_Machine-Testify,63.4,0.26,Know_Somethings,406,0.09
122.8,83.07,Drake-Gods_Plan,61.3,3.89,Know_Nothings,392,0
123.79,83.17,ACDC-ThunderStruck,63.72,6.93,Federalists,364,0.17
118.9,87.27,Drake-Gods_Plan,58.81,0.44,Federalists,442,0.03
116.29,80.56,Ed_Sheeran-Perfect,60.53,17.75,Know_It_Alls,416,0.08
114.87,78.8,ACDC-ThunderStruck,60.95,28.7,Federalists,218,0.1
121.71,78.36,Drake-Gods_Plan,62.9,3.29,Know_Somethings,380,0
120.92,82.43,Camila_Cabello-Havana,60.77,8.17,Know_Nothings,360,0.01
115.07,82.26,Rage_Against_The_Machine-Testify,57.82,3.02,Know_Somethings,553,0.01
120.1,83.14,Drake-Gods_Plan,60.38,19.09,Know_It_Alls,453,0.07
120.63,82.78,Camila_Cabello-Havana,60.6,7.94,Know_Nothings,211,0.04
119.23,80.83,Ed_Sheeran-Perfect,63.5,1.02,Federalists,342,0.37
119.71,84.24,Ed_Sheeran-Perfect,59.95,10.18,Know_It_Alls,490,0.01
122.01,79.3,Other,61.22,4.44,Know_Nothings,302,0.13
121.26,76.49,Ed_Sheeran-Perfect,62.7,1.41,Federalists,286,0.06
117.94,81.34,Other,62.47,5.22,Know_Nothings,242,0.44
118.42,82.63,Drake-Gods_Plan,59.54,7.85,Know_Somethings,480,0.08
120.19,77.93,ACDC-ThunderStruck,62.76,12.57,Federalists,293,0.01
116.04,76.68,Drake-Gods_Plan,60.45,6.18,Know_It_Alls,408,0.03
117.15,89.58,ACDC-ThunderStruck,61.28,2.4,Federalists,311,0.1
122.02,79.37,Drake-Gods_Plan,61.22,6.08,Know_Somethings,505,0.12
119.82,77.24,Drake-Gods_Plan,61.11,2.69,Federalists,336,0.12
116.9,76.48,Other,57.88,0.7,Know_Nothings,356,0.03
121.45,84.16,Drake-Gods_Plan,65.78,31.13,Know_Nothings,384,0.15
116.79,80.69,Camila_Cabello-Havana,59.03,2.25,Federalists,461,0.18
127.29,76.71,Drake-Gods_Plan,65.39,4.84,Know_Somethings,465,0.12
119.73,82.18,Mozart-Die_Zauberflote,60.64,9.35,Know_It_Alls,431,0
116.94,80.57,Other,58.31,4.9,Know_Nothings,130,0.1
117.31,77.95,Camila_Cabello-Havana,60.87,4.72,Know_It_Alls,337,0.05
114.79,80.71,Other,55.2,0.71,Know_Nothings,333,0.01
116.36,80.3,Ed_Sheeran-Perfect,58.97,2.92,Federalists,316,0.06
120.52,81.25,Ed_Sheeran-Perfect,60.98,2.3,Federalists,305,0.01
117.8,78.83,Mozart-Die_Zauberflote,61.84,0.88,Know_It_Alls,345,0.15
119.76,78.38,Camila_Cabello-Havana,62.8,10.79,Know_It_Alls,163,0.02
117.13,82.29,Drake-Gods_Plan,57.71,2.02,Federalists,242,0
113.71,75.84,Drake-Gods_Plan,55.59,21.63,Know_Nothings,347,0.05
115.49,80.96,Ed_Sheeran-Perfect,61.8,2.56,Federalists,375,0.01
117.3,77.36,Other,54.27,0.65,Know_Nothings,269,0.01
118.28,80.84,Drake-Gods_Plan,61.93,6.12,Know_Somethings,369,0.02
114.98,84.84,Rage_Against_The_Machine-Testify,53.85,2.77,Know_Somethings,328,0.16
123.07,77.67,Camila_Cabello-Havana,58.36,12.51,Know_It_Alls,221,0.04
114.76,76.23,Ed_Sheeran-Perfect,60.2,1.77,Federalists,440,0.25
123.62,76.81,ACDC-ThunderStruck,65.59,8.52,Federalists,402,0.03
123.18,79.23,ACDC-ThunderStruck,61.22,8.14,Federalists,273,0.07
123.29,82.58,Drake-Gods_Plan,65.57,3.64,Know_Nothings,255,0.07
124.08,78.06,ACDC-ThunderStruck,59.99,0.2,Federalists,258,0.05
119.54,76.08,Camila_Cabello-Havana,62.44,0.26,Federalists,239,0
119.72,76.89,Ed_Sheeran-Perfect,62.42,0.94,Federalists,340,0.13
128.94,79.96,Camila_Cabello-Havana,63.07,1.91,Federalists,471,0.03
123.64,81.99,Ed_Sheeran-Perfect,63.41,2,Federalists,491,0.09
125.22,84.43,Other,63.98,1.17,Know_Nothings,387,0.03
117.43,81.38,Ed_Sheeran-Perfect,58.78,16.46,Know_It_Alls,212,0.14
116.86,82.39,Camila_Cabello-Havana,59.94,3.78,Know_Somethings,274,0.04
124.08,80.26,Drake-Gods_Plan,65.6,39.37,Know_Nothings,333,0.06
121.18,76.91,Mozart-Die_Zauberflote,62.66,11.43,Know_It_Alls,363,0.04
125.95,77.24,Ed_Sheeran-Perfect,67.24,26.23,Know_Nothings,437,0.02
124.28,81.35,Ed_Sheeran-Perfect,62.81,6.7,Know_Nothings,411,0.08
119.71,77.79,Other,59.44,0.5,Know_Nothings,327,0.05
117.24,79.33,Ed_Sheeran-Perfect,57.68,1.85,Federalists,481,0.03
123.64,78.46,Ed_Sheeran-Perfect,65.21,15.78,Know_It_Alls,278,0.04
124.57,80.48,Rage_Against_The_Machine-Testify,65.57,4.66,Know_Somethings,427,0.05
120.93,78.24,Drake-Gods_Plan,57.55,5.86,Know_Somethings,301,0.04
116.66,78.23,Other,59.72,2.06,Know_Nothings,248,0.05
119.99,81.68,ACDC-ThunderStruck,58.68,1.06,Federalists,337,0.06
120.73,77.98,Other,59.35,2.37,Know_Nothings,236,0.03
124.78,81.53,Rage_Against_The_Machine-Testify,62.22,0.89,Know_Somethings,380,0.15
120.55,78.15,Ed_Sheeran-Perfect,59.93,6.76,Know_Somethings,270,0.09
114.4,80.84,Rage_Against_The_Machine-Testify,64.66,1.66,Know_Somethings,229,0.04
119.38,78.82,Camila_Cabello-Havana,57.16,2.36,Federalists,496,0.06
125.83,80.82,Ed_Sheeran-Perfect,65.05,7.59,Know_Nothings,370,0.08
116.15,81.19,Camila_Cabello-Havana,58.67,2.34,Federalists,209,0.21
115.93,77.12,ACDC-ThunderStruck,60.14,0.14,Federalists,255,0.08
116.62,80.48,Ed_Sheeran-Perfect,59.87,16.94,Know_It_Alls,339,0.06
128.68,78.01,ACDC-ThunderStruck,63.61,3.02,Federalists,209,0.03
117.59,76.07,Drake-Gods_Plan,60.87,1.37,Federalists,227,0.03
116.04,82.97,Camila_Cabello-Havana,61.54,10.01,Know_It_Alls,263,0.01
124.84,77.24,Ed_Sheeran-Perfect,64.26,2.44,Federalists,374,0.07
121.03,86.12,Rage_Against_The_Machine-Testify,61.91,1.54,Know_Somethings,269,0.07
