Player,height,weight,collage,born,birth_city,birth_state,Num_of_Seasons,Num_of_Pos,Avg_Age,Num_of_Tms,Avg_Games,Avg_GS,Avg_MP,Avg_PER,Avg_TS%,Avg_3PAr,Avg_FTr,Avg_ORB%,Avg_DRB%,Avg_TRB%,Avg_AST%,Avg_STL%,Avg_BLK%,Avg_TOV%,Avg_USG%,Avg_OWS,Avg_DWS,Avg_WS,Avg_WS/48,Avg_OBPM,Avg_DBPM,Avg_BMP,Avg_VORP,Avg_FG,Avg_FGA,Avg_FG%,Avg_3P,Avg_3PA,Avg_3P%,Avg_2P,Avg_2PA,Avg_2P%,Avg_eFG%,Avg_FT,Avg_FTA,Avg_FT%,Avg_ORB,Avg_DRB,Avg_TRB,Avg_AST,Avg_STL,Avg_BLK,Avg_TOV,Avg_PF,Avg_PTS
"Nick Vanos",216,115,"Santa Clara University",1963,"San Mateo",California,1,1,23.00,1,57.00,14.00,640.00,9.10,0.46,0.01,0.37,12.00,19.50,15.80,8.40,1.40,2.10,20.70,14.70,-0.40,0.70,0.30,0.02,-3.90,0.90,-3.00,-0.20,65.00,158.00,0.41,0.00,2.00,0.00,65.00,156.00,0.42,0.41,38.00,59.00,0.64,67.00,113.00,180.00,43.00,19.00,23.00,48.00,94.00,168.00
"Nick Weatherspoon",201,88,"University of Illinois at Urbana-Champaign",1950,Greenwood,Mississippi,7,1,26.00,6,57.22,,1259.67,12.13,0.47,0.00,0.23,8.40,15.50,11.88,5.51,1.57,0.90,16.70,17.90,0.59,1.39,1.98,0.06,-2.53,-0.89,-3.41,-0.17,224.67,494.78,0.44,0.00,0.00,,224.67,494.78,0.44,0.44,83.67,119.22,0.70,101.00,194.56,295.56,52.33,44.00,19.22,106.33,155.11,533.00
"Nick Young",201,95,"University of Southern California",1985,"Los Angeles",California,10,1,26.42,5,58.17,19.00,1393.17,12.80,0.53,0.39,0.24,1.83,7.97,4.82,6.94,1.24,0.69,8.69,23.11,1.24,0.35,1.58,0.05,-0.11,-3.38,-3.48,-0.48,250.50,600.58,0.41,84.67,226.00,0.37,165.83,374.58,0.43,0.48,121.25,145.00,0.84,22.58,96.83,119.42,58.75,33.33,12.00,62.75,112.75,706.92
"Nicolas Batum",203,90,,1988,Lisieux,France,9,2,24.00,2,69.78,63.89,2210.33,15.37,0.56,0.47,0.22,4.11,14.87,9.47,16.44,1.57,1.74,13.89,17.97,2.94,2.26,5.22,0.12,1.71,0.99,2.69,2.60,299.33,686.33,0.44,113.89,319.44,0.36,185.44,366.89,0.52,0.53,131.89,157.00,0.84,75.78,295.44,371.22,256.00,66.00,47.33,131.00,127.22,844.44
"Nikola Mirotic",208,99,,1991,Podgorica,Montenegro,3,1,24.00,1,72.67,18.67,1659.67,16.00,0.56,0.56,0.32,4.00,20.60,12.40,8.67,1.70,2.37,11.30,21.23,2.03,2.47,4.47,0.13,0.77,0.20,0.93,1.20,253.00,619.33,0.41,121.00,345.33,0.35,132.00,274.00,0.48,0.51,157.67,197.67,0.79,60.67,322.67,383.33,90.67,55.00,52.00,90.00,150.33,784.67
"Nikola Pekovic",211,139,,1986,"Bijelo Polje",Montenegro,5,1,27.00,1,51.80,38.20,1317.60,18.02,0.57,0.00,0.41,13.00,17.08,14.98,5.04,1.08,1.82,13.20,21.96,2.72,1.04,3.78,0.12,-0.10,-1.18,-1.28,0.46,259.00,497.40,0.51,0.00,0.00,,259.00,497.40,0.51,0.51,152.20,200.60,0.77,159.20,198.00,357.20,37.60,27.80,30.20,81.00,122.00,670.20
"Nikola Vucevic",213,117,"University of Southern California",1990,Morges,Switzerland,6,1,23.50,2,66.50,56.33,1985.33,18.77,0.52,0.02,0.16,10.63,26.18,18.32,11.58,1.40,2.47,10.90,23.05,2.15,2.53,4.68,0.11,-0.83,1.23,0.37,1.35,432.00,859.83,0.50,5.00,16.83,0.25,427.00,843.00,0.50,0.50,98.83,137.50,0.69,189.00,470.00,659.00,135.33,54.17,59.67,112.33,178.50,967.83
"Nikoloz Tskitishvili",213,102,,1983,Tbilisi,Georgia,1,1,19.00,1,81.00,16.00,1320.00,4.90,0.37,0.39,0.17,5.40,10.80,8.00,11.60,1.20,1.80,16.60,17.00,-2.30,1.30,-1.00,-0.04,-5.20,-0.10,-5.30,-1.10,115.00,393.00,0.29,37.00,152.00,0.24,78.00,241.00,0.32,0.34,48.00,65.00,0.74,64.00,117.00,181.00,91.00,31.00,29.00,84.00,136.00,315.00
"Noble Jorgensen",206,103,"University of Iowa",1925,,,2,1,26.50,1,68.00,,1336.50,13.15,0.45,,0.43,,,,,,,,,1.65,1.65,3.30,0.12,,,,,167.50,448.00,0.37,,,,167.50,448.00,0.37,0.37,147.50,193.00,0.77,,,262.00,69.50,,,,218.50,482.50
"Nolan Smith",188,83,"Duke University",1988,Louisville,Kentucky,1,1,23.00,1,44.00,4.00,541.00,7.80,0.43,0.25,0.16,3.60,8.60,6.00,18.20,1.80,0.40,17.90,19.80,-0.60,0.30,-0.30,-0.03,-3.70,-1.70,-5.40,-0.50,67.00,180.00,0.37,13.00,45.00,0.29,54.00,135.00,0.40,0.41,20.00,28.00,0.71,17.00,39.00,56.00,62.00,18.00,3.00,42.00,55.00,167.00
"Norm Nixon",188,77,"Duquesne University",1955,Macon,Georgia,10,1,26.70,3,76.80,69.33,2725.00,14.99,0.51,0.05,0.18,1.95,5.85,3.98,31.66,1.98,0.13,17.26,20.34,3.11,1.65,4.75,0.08,0.41,-2.08,-1.66,0.52,521.90,1080.50,0.48,12.50,42.50,0.22,511.90,1046.50,0.48,0.48,152.70,197.80,0.77,47.30,151.80,199.10,638.60,118.70,7.10,236.80,198.30,1206.50
"Norm Swanson",198,95,"University of Detroit Mercy",1930,Chicago,Illinois,1,1,23.00,1,63.00,,611.00,4.00,0.30,,0.47,,,,,,,,,-1.30,0.90,-0.40,-0.03,,,,,31.00,137.00,0.23,,,,31.00,137.00,0.23,0.23,38.00,64.00,0.59,,,110.00,33.00,,,,91.00,100.00
"Norm Van",196,86,,1939,,,10,2,26.08,4,68.75,,2382.17,13.71,0.48,,0.37,3.47,8.83,6.95,27.25,2.63,0.27,29.30,11.40,1.37,3.25,4.63,0.08,0.05,0.73,0.75,2.08,303.92,730.33,0.41,,,,303.92,730.33,0.41,0.41,198.42,254.08,0.79,90.00,211.50,329.42,479.92,127.83,11.83,124.50,241.67,806.25
"Norris Cole",188,79,"Cleveland State University",1988,Dayton,Ohio,5,1,25.29,3,60.29,12.14,1389.14,9.83,0.48,0.27,0.15,1.14,9.16,5.19,19.77,1.70,0.44,15.84,18.56,-0.36,1.01,0.63,0.02,-2.31,-1.44,-3.73,-0.60,174.14,425.00,0.41,37.00,114.57,0.32,137.14,310.43,0.44,0.45,48.43,65.71,0.74,13.14,108.29,121.43,174.57,47.00,7.00,87.00,112.14,433.71
"O.J. Mayo",201,99,,1984,,,8,1,24.50,3,68.38,40.63,2114.88,12.80,0.52,0.37,0.19,1.92,9.85,5.86,15.64,1.74,0.73,13.94,21.92,1.26,1.45,2.74,0.06,0.16,-1.40,-1.24,0.64,351.00,818.38,0.42,106.75,285.88,0.37,244.25,532.50,0.45,0.49,138.00,168.25,0.81,35.63,177.63,213.25,200.88,69.88,17.63,141.25,154.88,946.75
"Obinna Ekezie",206,122,"University of Maryland",1975,"Port Harcourt",Nigeria,2,2,26.00,4,27.00,7.75,323.50,4.03,0.38,0.00,0.46,9.02,21.30,15.18,3.30,0.85,0.98,10.20,19.15,0.23,0.15,0.37,-0.07,-7.90,-3.75,-11.68,-0.30,35.75,86.00,0.31,0.00,0.25,0.00,35.75,85.75,0.31,0.31,36.50,49.75,0.72,32.75,51.00,83.75,7.25,8.00,5.50,18.25,56.25,108.00
"Odie Spears",196,92,"Western Kentucky University",1925,,,5,1,28.00,2,68.60,,1597.20,13.80,0.46,,0.42,,,,,,,,,2.24,1.54,3.76,0.11,,,,,199.80,524.40,0.38,,,,199.80,524.40,0.38,0.38,175.40,221.00,0.79,,,278.80,130.80,,,,221.20,575.00
"Olden Polynice",211,99,"University of Virginia",1964,Port-au-Prince,Haiti,14,1,29.06,6,66.83,41.83,1631.44,13.18,0.52,0.00,0.34,12.68,20.23,16.42,4.12,1.08,1.76,12.47,15.58,1.46,1.72,3.18,0.09,-1.51,-0.16,-1.67,0.18,234.39,459.06,0.51,0.28,1.61,0.20,234.11,457.44,0.51,0.51,77.17,143.56,0.51,180.44,290.11,470.56,45.89,33.33,41.67,74.00,178.56,546.22
"Oliver Miller",206,127,"University of Arkansas",1970,"Fort Worth",Texas,8,2,26.10,6,55.00,20.40,1245.50,14.69,0.56,0.01,0.31,9.65,19.86,14.74,13.56,2.06,4.52,22.81,15.37,0.58,1.69,2.30,0.10,-1.78,3.40,1.60,1.15,165.40,310.10,0.53,0.50,4.50,0.05,164.90,305.60,0.54,0.53,59.60,93.70,0.64,103.80,215.30,319.10,114.80,50.20,81.90,100.70,163.80,390.90
"Ollie Johnson",198,90,"Temple University",1949,Philadelphia,Pennsylvania,8,1,26.20,7,69.70,,1569.90,12.29,0.53,0.02,0.24,5.09,10.40,7.87,11.12,1.61,1.03,14.80,17.43,1.78,1.04,2.80,0.09,-1.38,-0.02,-1.40,0.27,232.40,472.20,0.49,1.00,11.00,0.09,232.30,471.10,0.49,0.49,93.00,112.50,0.84,74.56,150.89,244.60,128.20,53.44,28.00,105.67,160.20,557.90
"Ollie Mack",190,83,"East Carolina University",1957,"New York","New York",2,1,22.50,4,38.33,,787.67,9.43,0.45,0.02,0.26,4.75,7.83,6.32,12.10,1.82,0.15,10.00,16.87,0.58,0.30,0.87,0.03,-2.35,-1.43,-3.78,0.08,125.67,268.33,0.42,0.00,4.67,0.00,125.67,263.67,0.43,0.42,39.33,58.67,0.65,41.33,59.00,100.33,72.00,26.67,3.33,35.00,55.67,290.67
"Omer Asik",213,115,,1986,Bursa,Turkey,6,1,26.50,3,70.33,40.50,1425.33,13.43,0.55,0.00,0.66,13.10,27.67,20.47,4.40,1.02,3.08,20.43,13.43,1.18,2.15,3.32,0.11,-2.97,1.63,-1.33,0.25,151.17,284.67,0.53,0.00,0.17,0.00,151.17,284.50,0.53,0.53,93.00,168.33,0.54,163.17,362.17,525.33,43.67,26.67,54.17,86.50,142.83,395.33
"Omri Casspi",206,102,,1988,Holon,Israel,8,2,25.45,6,48.64,12.73,1031.09,11.69,0.54,0.36,0.23,4.55,15.43,9.99,7.89,1.58,0.70,13.48,17.07,0.75,0.75,1.51,0.06,-1.35,-1.04,-2.38,0.12,144.45,325.36,0.46,43.91,119.73,0.36,100.55,205.64,0.50,0.52,58.27,86.73,0.64,41.18,154.45,195.64,56.55,31.55,9.91,51.27,78.27,391.09
"Orien Greene",193,94,"University of Louisiana at Lafayette",1982,Gainesville,Florida,1,1,23.00,1,80.00,5.00,1235.00,6.40,0.45,0.16,0.27,3.70,10.40,7.20,15.80,3.20,0.60,27.80,14.60,-1.80,1.40,-0.30,-0.01,-4.60,1.10,-3.40,-0.40,100.00,253.00,0.40,9.00,40.00,0.22,91.00,213.00,0.43,0.41,45.00,68.00,0.66,37.00,108.00,145.00,129.00,77.00,10.00,109.00,181.00,254.00
"Orlando Johnson",196,99,"University of California, Santa Barbara",1989,Monterey,California,2,1,23.75,3,35.25,0.00,350.75,5.62,0.40,0.43,0.22,3.32,11.72,7.68,9.70,0.65,0.82,10.15,16.50,-0.13,0.50,0.43,0.00,-4.62,-1.15,-5.82,-0.18,36.00,101.50,0.31,13.50,47.00,0.23,22.50,54.50,0.37,0.36,15.25,21.00,0.68,9.50,45.50,55.00,21.75,5.75,3.25,14.75,25.75,100.75
"Orlando Woolridge",206,97,"University of Notre Dame",1959,Bernice,Louisiana,13,1,28.67,8,60.60,35.47,1706.40,15.89,0.56,0.01,0.44,6.13,10.57,8.34,10.48,1.05,1.43,12.85,23.09,2.66,1.04,3.69,0.10,0.17,-1.24,-1.09,0.67,362.60,709.07,0.51,0.53,6.47,0.07,362.07,702.60,0.51,0.51,229.00,311.87,0.73,96.53,162.20,258.73,114.93,38.67,39.73,121.73,152.53,954.73
"Oscar Robertson*",196,92,"University of Cincinnati",1938,Charlotte,Tennessee,14,1,28.50,2,74.29,,3134.71,22.81,0.56,,0.45,3.10,8.00,6.38,29.84,1.40,0.10,,,10.85,2.66,13.51,0.20,0.10,-0.10,0.00,1.30,679.14,1401.43,0.48,,,,679.14,1401.43,0.48,0.48,549.57,656.07,0.84,71.00,208.00,557.43,706.21,77.00,4.00,,209.36,1907.86
"Oscar Torres",198,95,,1976,Caracas,Venezuela,1,1,25.00,1,65.00,13.00,1075.00,11.40,0.50,0.37,0.31,4.90,8.10,6.50,6.40,1.30,0.60,11.20,18.80,0.70,0.10,0.90,0.04,-1.20,-2.70,-3.90,-0.50,135.00,341.00,0.40,37.00,126.00,0.29,98.00,215.00,0.46,0.45,82.00,105.00,0.78,47.00,75.00,122.00,40.00,25.00,9.00,49.00,64.00,389.00
"Othell Wilson",183,86,"University of Virginia",1961,Alexandria,Virginia,2,1,24.00,2,63.50,12.50,1024.50,11.45,0.50,0.08,0.28,3.40,8.35,5.70,27.80,2.65,0.40,24.75,13.80,0.10,0.60,0.65,0.03,-2.20,-0.95,-3.15,-0.25,108.00,238.00,0.45,3.00,17.00,0.18,105.00,221.00,0.47,0.46,48.50,65.00,0.75,31.50,74.50,106.00,212.00,59.50,8.00,86.00,94.50,267.50
"Othella Harrington",206,106,"Georgetown University",1974,Jackson,Mississippi,10,2,27.42,5,61.25,25.67,1279.42,12.53,0.56,0.00,0.42,9.17,16.59,12.92,5.39,0.76,1.63,17.18,18.64,1.07,1.08,2.13,0.08,-2.46,-0.56,-3.03,-0.29,185.42,367.50,0.51,0.00,1.17,0.00,185.42,366.33,0.51,0.51,109.50,147.58,0.73,100.17,186.33,286.50,40.75,18.08,27.17,88.92,168.50,480.33
"Othyus Jeffers",196,90,"Robert Morris University (IL)",1985,Chicago,Illinois,1,1,25.00,3,11.33,0.67,214.67,8.83,0.48,0.04,0.48,5.77,19.63,12.73,12.30,1.83,0.00,17.57,16.67,0.27,0.20,0.47,0.01,-4.63,0.07,-4.57,0.07,20.67,43.33,0.43,0.67,2.67,0.25,20.00,40.67,0.44,0.44,20.00,30.67,0.65,16.67,28.00,44.67,13.33,11.33,0.00,9.33,21.33,62.00
"Otis Birdsong",190,86,"University of Houston",1955,"Winter Haven",Florida,10,1,26.60,2,67.60,51.83,2139.20,16.14,0.53,0.02,0.25,4.38,6.00,5.18,16.46,1.81,0.37,11.35,24.31,2.91,1.93,4.84,0.10,1.20,-1.22,-0.01,1.26,531.00,1048.40,0.50,6.00,21.88,0.26,526.20,1030.90,0.51,0.50,179.50,273.70,0.63,91.30,113.90,205.20,223.40,85.20,14.20,147.00,175.70,1246.30
"Otis Smith",196,95,"Jacksonville University",1964,Jacksonville,Florida,5,2,25.43,4,59.86,17.14,1300.14,15.17,0.51,0.05,0.32,8.04,10.46,9.20,12.56,2.26,1.46,12.39,22.57,1.29,1.03,2.30,0.07,-0.33,-0.33,-0.66,0.79,261.71,566.71,0.45,8.57,32.29,0.28,253.14,534.43,0.46,0.46,141.43,184.29,0.77,101.86,130.86,232.71,117.57,66.71,32.71,92.43,133.43,673.43
"Otis Thorpe",206,102,"Providence College",1962,"Boynton Beach",Florida,17,2,30.67,10,66.71,51.90,2100.71,15.25,0.57,0.01,0.41,9.70,19.11,14.45,10.63,1.10,0.84,15.79,18.80,3.15,2.30,5.46,0.12,0.05,0.41,0.45,1.61,359.57,661.81,0.54,0.14,3.62,0.02,359.43,658.19,0.54,0.54,199.24,292.05,0.67,180.90,365.05,545.95,145.90,44.24,26.62,145.62,219.43,918.52
"Otto Moore",211,92,"University of Texas-Pan American",1946,Miami,Florida,9,1,26.46,6,61.69,,1454.23,12.25,0.47,,0.30,7.15,22.66,15.22,8.97,1.04,2.90,,,0.52,1.61,2.15,0.05,-3.82,1.65,-2.16,0.46,198.00,434.92,0.44,,,,198.00,434.92,0.44,0.44,79.15,129.31,0.60,84.50,247.63,476.08,92.92,29.13,53.88,,155.54,475.15
"Otto Porter",203,89,"Georgetown University",1993,"St. Louis",Missouri,3,1,22.00,1,76.33,55.33,2104.33,14.47,0.57,0.35,0.18,5.13,14.47,9.80,7.13,2.00,1.37,8.00,15.47,3.50,2.47,5.90,0.13,0.80,0.93,1.77,2.23,309.67,637.00,0.48,93.67,237.33,0.38,216.00,399.67,0.53,0.55,84.00,108.00,0.77,95.00,280.67,375.67,102.00,88.33,34.33,55.00,151.00,797.00
"Ozell Jones",211,106,"California State University, Fullerton",1960,"Long Beach",California,1,1,24.00,1,67.00,6.00,888.00,11.40,0.57,0.01,0.46,8.50,21.40,15.20,7.70,1.60,3.60,22.00,12.50,0.10,1.20,1.30,0.07,-2.40,2.40,0.00,0.40,106.00,180.00,0.59,0.00,1.00,0.00,106.00,179.00,0.59,0.59,33.00,83.00,0.40,65.00,173.00,238.00,56.00,30.00,57.00,61.00,139.00,245.00
"P.J. Brown",229,106,,1972,,,14,2,30.50,6,76.50,70.71,2401.00,14.03,0.52,0.01,0.33,10.18,18.26,14.22,7.94,1.42,2.44,12.38,14.90,2.96,3.43,6.37,0.13,-1.04,2.27,1.24,2.04,274.14,594.57,0.46,0.57,4.14,0.06,273.57,590.43,0.46,0.46,153.36,193.00,0.79,212.36,383.43,595.79,117.93,64.79,79.14,95.14,227.79,702.21
"P.J. Hairston",206,102,,1990,,,2,2,22.75,3,44.25,26.50,828.25,7.25,0.46,0.59,0.15,2.40,12.42,7.30,4.50,1.30,0.95,8.50,17.77,-0.43,0.78,0.38,0.01,-2.75,-1.62,-4.40,-0.43,94.25,271.25,0.35,47.25,161.25,0.28,47.00,110.00,0.43,0.43,32.75,41.00,0.79,18.00,92.00,110.00,24.25,21.25,8.75,26.00,83.75,268.50
"P.J. Tucker",206,97,,1986,,,5,2,29.57,3,68.86,44.43,1970.71,11.39,0.52,0.36,0.22,6.16,16.80,11.40,7.47,2.24,0.69,12.10,12.43,1.66,1.86,3.53,0.09,-0.44,1.40,0.93,1.49,196.14,457.29,0.43,55.86,158.71,0.35,140.29,298.57,0.46,0.49,82.00,108.29,0.75,115.14,290.14,405.29,106.71,88.14,17.57,72.57,160.29,530.14
"Pablo Prigioni",190,83,,1977,"Rio Tercero",Argentina,4,1,36.67,4,56.17,9.00,960.50,12.08,0.56,0.70,0.13,3.43,8.97,6.15,23.38,3.17,0.08,22.25,10.98,1.23,0.88,2.12,0.11,0.13,-0.12,0.03,0.52,70.83,169.00,0.41,43.33,116.83,0.36,27.50,52.17,0.53,0.53,18.33,21.17,0.87,29.17,74.83,104.00,156.00,57.83,1.17,53.17,86.17,203.33
"Pace Mannion",201,86,"University of Utah",1960,"Salt Lake City",Utah,1,1,25.00,1,57.00,0.00,673.00,10.80,0.51,0.20,0.38,4.30,8.90,6.60,11.20,2.20,0.40,14.10,17.50,0.10,0.80,0.90,0.06,-1.90,-0.30,-2.20,0.00,97.00,214.00,0.45,8.00,42.00,0.19,89.00,172.00,0.52,0.47,53.00,82.00,0.65,26.00,56.00,82.00,55.00,32.00,5.00,41.00,68.00,255.00
"Pape Sow",208,113,"California State University, Fullerton",1981,Dakar,Senegal,1,1,24.00,1,42.00,25.00,590.00,9.50,0.50,0.00,0.46,10.70,19.90,15.10,2.00,1.90,2.50,16.80,14.00,0.20,0.40,0.60,0.04,-3.90,-0.50,-4.30,-0.30,53.00,123.00,0.43,0.00,0.00,,53.00,123.00,0.43,0.43,41.00,57.00,0.72,54.00,92.00,146.00,8.00,21.00,19.00,30.00,118.00,147.00
"Pat Burke",211,113,"Auburn University",1973,Dublin,Ireland,1,1,29.00,1,62.00,8.00,783.00,8.30,0.41,0.02,0.20,8.10,13.40,10.70,4.90,1.30,2.30,12.80,21.10,-1.00,0.60,-0.30,-0.02,-6.10,-1.60,-7.70,-1.10,113.00,296.00,0.38,1.00,7.00,0.14,112.00,289.00,0.39,0.38,40.00,58.00,0.69,57.00,89.00,146.00,23.00,19.00,25.00,47.00,99.00,267.00
"Pat Cummings",206,104,"University of Cincinnati",1956,Johnstown,Pennsylvania,10,2,27.50,4,64.20,37.38,1409.90,13.03,0.53,0.00,0.27,9.24,20.48,14.79,7.89,1.16,0.71,16.27,20.69,0.69,1.54,2.23,0.07,-1.92,-0.61,-2.54,-0.06,265.30,534.10,0.49,0.00,1.60,0.00,265.30,532.50,0.50,0.49,103.30,139.30,0.74,113.50,259.20,372.70,79.40,34.80,16.70,111.80,196.90,633.90
"Pat Durham",201,95,"Colorado State University",1967,Dallas,Texas,1,1,27.00,1,59.00,2.00,852.00,12.20,0.54,0.11,0.41,5.40,8.10,6.80,10.90,2.20,2.80,13.90,17.40,0.40,0.50,0.90,0.05,-2.00,-0.10,-2.10,0.00,117.00,237.00,0.49,5.00,26.00,0.19,112.00,211.00,0.53,0.50,63.00,96.00,0.66,37.00,57.00,94.00,53.00,36.00,32.00,45.00,114.00,302.00
"Pat Garrity",206,107,"University of Notre Dame",1976,"Las Vegas",Nevada,7,2,25.29,2,69.43,15.29,1497.00,10.96,0.54,0.42,0.17,3.66,11.30,7.46,6.07,1.04,0.70,9.87,17.16,1.69,0.97,2.67,0.08,-0.33,-1.90,-2.24,0.17,204.14,484.29,0.43,87.43,216.86,0.40,116.71,267.43,0.45,0.51,58.29,72.57,0.81,46.00,149.86,195.86,59.29,33.29,14.71,55.14,171.43,554.00
"Pat Riley*",193,92,"University of Kentucky",1945,Rome,"New York",8,2,27.00,4,55.40,,852.60,10.46,0.44,,0.24,2.72,5.68,4.46,13.11,1.52,0.62,,,-0.28,0.64,0.35,0.01,-4.84,-3.58,-8.42,-0.92,166.10,403.50,0.41,,,,166.10,403.50,0.41,0.41,68.30,97.00,0.68,19.00,43.60,84.80,88.50,26.80,3.80,,119.60,400.50
"Patrick Beverley",185,83,"University of Arkansas",1988,Chicago,Illinois,5,2,26.00,1,58.20,48.00,1658.00,13.02,0.54,0.54,0.17,5.06,10.76,7.94,18.18,2.22,1.26,13.76,15.14,2.36,1.58,3.92,0.12,1.32,0.70,2.02,1.60,193.60,467.80,0.41,95.40,254.40,0.37,98.20,213.40,0.46,0.51,59.00,77.20,0.77,70.40,166.80,237.20,196.00,73.20,23.60,76.80,179.00,541.60
"Patrick Ewing*",213,108,"Georgetown University",1962,Kingston,Jamaica,17,2,31.00,3,69.59,66.00,2387.88,20.43,0.54,0.01,0.38,7.84,24.85,16.46,9.24,1.41,4.66,13.82,27.68,2.64,4.79,7.44,0.14,-0.99,2.28,1.32,2.41,570.71,1131.82,0.50,1.12,7.35,0.09,569.59,1124.47,0.50,0.50,317.18,428.76,0.73,161.88,520.88,682.76,130.29,66.82,170.24,208.06,237.29,1459.71
"Patrick O'Bryant",213,117,"Bradley University",1986,Oskaloosa,Iowa,1,1,22.00,3,26.00,2.00,170.00,11.60,0.55,0.02,0.26,6.47,24.63,15.80,7.50,1.27,5.87,19.73,21.07,-0.13,0.33,0.20,0.05,-5.53,2.40,-3.10,-0.03,30.00,56.00,0.53,0.00,1.33,0.00,30.00,54.67,0.54,0.53,7.33,13.33,0.53,8.67,35.33,44.00,7.33,4.00,12.67,14.67,40.67,67.33
"Patrick Patterson",206,104,"University of Kentucky",1989,Washington,"District of Columbia",7,1,23.82,4,55.73,11.55,1340.18,13.68,0.54,0.31,0.12,7.65,15.62,11.65,7.67,1.31,1.73,9.67,15.87,1.79,1.18,2.97,0.10,0.18,0.22,0.38,0.91,187.27,401.27,0.47,47.00,127.27,0.30,140.27,274.00,0.51,0.52,36.45,49.18,0.74,84.00,180.55,264.55,67.00,33.55,29.64,44.45,107.36,458.00
"Patty Mills",203,111,"Louisiana Tech University",1985,Monroe,Louisiana,6,1,25.33,2,69.17,2.50,1197.17,14.77,0.55,0.51,0.11,2.27,7.53,4.98,19.30,1.95,0.25,11.63,21.43,1.65,1.52,3.18,0.12,1.77,-1.52,0.27,0.90,203.00,467.50,0.43,94.33,239.83,0.39,108.67,227.67,0.48,0.53,45.17,54.33,0.83,22.33,85.17,107.50,152.17,45.50,4.17,62.67,83.50,545.50
"Pau Gasol",213,113,,1980,Barcelona,Spain,16,2,28.33,5,65.83,63.72,2287.78,21.46,0.57,0.03,0.40,8.43,21.58,15.09,16.45,0.76,3.48,12.21,23.37,5.17,2.92,8.07,0.17,1.53,1.89,3.42,3.18,451.44,883.22,0.51,7.44,20.50,0.27,444.00,862.72,0.52,0.52,270.06,356.89,0.76,171.61,445.17,616.78,213.67,33.72,108.06,146.56,145.61,1180.39
"Paul Arizin*",193,86,"Villanova University",1928,Philadelphia,Pennsylvania,9,1,28.78,1,72.00,,2766.33,19.60,0.51,,0.46,,,,,,,,,8.12,2.47,10.57,0.18,,,,,586.22,1387.78,0.42,,,,586.22,1387.78,0.42,0.42,510.33,629.22,0.81,,,609.89,169.67,,,,275.56,1682.78
"Paul Dawkins",196,86,"Northern Illinois University",1957,Saginaw,Michigan,1,1,22.00,1,57.00,,776.00,11.00,0.49,0.02,0.16,6.60,12.00,9.40,14.80,2.10,0.70,19.10,22.00,-0.50,0.40,-0.10,-0.01,-2.80,-1.60,-4.40,-0.50,141.00,300.00,0.47,1.00,5.00,0.20,140.00,295.00,0.47,0.47,33.00,48.00,0.69,42.00,83.00,125.00,77.00,33.00,9.00,76.00,112.00,316.00
"Paul George",206,99,"California State University, Fresno",1990,Palmdale,California,6,2,22.83,1,73.67,66.67,2433.50,17.92,0.55,0.37,0.29,3.02,17.92,10.57,15.97,2.60,1.10,13.60,24.70,3.13,4.28,7.42,0.14,2.00,1.42,3.43,3.53,459.50,1061.67,0.44,148.00,400.50,0.36,311.50,661.17,0.48,0.50,272.50,320.50,0.83,63.67,402.00,465.67,235.50,122.17,32.17,187.83,196.50,1339.50
"Paul Graham",198,90,"Ohio University",1967,Philadelphia,Pennsylvania,2,1,24.50,1,79.00,10.00,1613.00,13.70,0.52,0.23,0.24,4.35,10.00,7.05,15.25,2.75,0.50,13.50,20.30,1.30,1.45,2.75,0.08,0.05,-0.35,-0.30,0.75,280.50,621.00,0.45,48.50,141.00,0.34,232.00,480.00,0.49,0.49,111.00,150.50,0.74,66.50,144.00,210.50,169.50,91.00,13.50,105.50,189.00,720.50
"Paul Griffin",206,92,"Western Michigan University",1954,Shelby,Michigan,6,2,25.67,2,76.17,0.00,1599.00,11.72,0.57,0.00,0.68,9.43,17.35,13.48,13.03,1.78,1.30,26.64,11.02,1.37,1.83,3.22,0.09,-0.55,2.05,1.53,1.47,134.17,265.17,0.51,0.00,0.00,,134.17,265.17,0.51,0.51,124.17,179.00,0.69,144.17,281.67,425.83,177.00,63.83,40.00,119.60,222.17,392.50
"Paul Hoffman",188,88,"Purdue University",1925,,,3,3,28.00,2,59.67,,1710.00,14.00,0.41,,0.45,,,,,,,,,1.00,0.70,1.65,0.04,,,,,186.00,544.33,0.33,,,,186.00,544.33,0.33,0.33,168.33,246.00,0.69,,,309.00,205.33,,,,215.33,540.33
"Paul Hogue",203,87,,1940,,,1,1,22.00,1,50.00,,1340.00,7.40,0.39,,0.41,,,,,,,,,-1.90,0.80,-1.00,-0.04,,,,,152.00,419.00,0.36,,,,152.00,419.00,0.36,0.36,79.00,174.00,0.45,,,430.00,42.00,,,,220.00,383.00
"Paul McPherson",193,95,"DePaul University",1978,Chicago,Illinois,1,1,22.00,3,36.67,0.00,396.67,13.70,0.54,0.06,0.27,7.00,7.50,7.27,11.67,2.17,0.47,16.40,21.07,0.27,0.30,0.60,0.07,-1.37,-1.43,-2.80,-0.07,72.67,144.00,0.50,1.33,8.00,0.17,71.33,136.00,0.52,0.51,28.00,38.67,0.73,26.67,26.00,52.67,25.33,16.67,2.67,31.33,53.33,174.67
